name,u_switch_portsum,u_switch_portcount
itsdt-centralcoding-sqlsrvr-dev,WB Enterprise Search Platform,1
itsdt-brms-sqlsrvr-qa,Business Role Management System (BRMS),1
itsdt-brms-sqlsrvr-dev,Business Role Management System (BRMS),1
itsdaselfdataprtldev,Self Service Portal,1
itsdt-appsetls-sqlsrvr-dev,ETL and Data Integration for CRM Applications (Kingswaysoft),1
itsdt-appsetl-sqlsrvr-uat,ETL and Data Integration for CRM Applications (Kingswaysoft),1
itsdt-appsetl-sqlsrvr-prd,ETL and Data Integration for CRM Applications (Kingswaysoft),1
itsdt-appsetl-sqlsrvr-dev,ETL and Data Integration for CRM Applications (Kingswaysoft),1
itsdt-apps-etl-sqlsrvr-qa-2,ETL and Data Integration for CRM Applications (Kingswaysoft),1
itsdt-apps-etl-sqlsrvr-qa,ETL and Data Integration for CRM Applications (Kingswaysoft),1
itsdaselfdataprtlqa,Self Service Portal,1
isearch4adminapidev,WB Enterprise Search Platform,1
isearch3adminapi,WB Enterprise Search Platform,1
ifctrustfundsapiprod,eTrust Funds (eTF),1
imagebankapiprd,Documents and Reports Internal,1
intcontproplatworkbenchapiuat,Intelligent Content Processing,1
intcontproplatworkbenchapiqa,Intelligent Content Processing,1
insurancemonitoring,Insurance Monitoring,1
insurancemon-kv-dev,Global Trade Supplier Finance (GTSF),1
imagebankfeqa,Documents and Reports Internal,1
imagebankfedev,Documents and Reports Internal,1
imagebankapiqa,Documents and Reports Internal,1
imagebankapidev,Documents and Reports Internal,1
intcontproplatworkbenchfedev,Intelligent Content Processing,1
ijsintfedev,Internal Justice Unit Case Management System - Institutional Integrity (IJS-INT),1
ijsifccentralfedev,Internal Justice Unit Case Management System - Institutional Integrity (IJS-INT),1
ijsebcfedev,Internal Justice Unit Case Management System - Institutional Integrity (IJS-INT),1
ijsdocuploaddev,Internal Justice Unit Case Management System - Institutional Integrity (IJS-INT),1
ijscmsouofedev,Internal Justice Unit Case Management System - Institutional Integrity (IJS-INT),1
ijscmsfedev,Internal Justice Unit Case Management System - Institutional Integrity (IJS-INT),1
ifctrustfundsapiqa,eTrust Funds (eTF),1
intcontproplatworkbenchdev,Intelligent Content Processing,1
intcontproplatworkbenchfeqa,Intelligent Content Processing,1
ippscoreapiqa,Integrated Poverty Portal,1
intranetcommentwebappqa,Intranet,1
ippscoreapiprod,Integrated Poverty Portal,1
intranetv3qa,Intranet,1
intranetv3dev,Skillfinder,1
intranetqa,Intranet,1
intranethome/qa2,Environmental and Social Review Database (ESRD),1
intranetdev3,Skillfinder,1
intranetdev,Skillfinder,1
intranetcommentwebappdev,Intranet,1
intcontproplatworkbenchfeuat,Intelligent Content Processing,1
intranetcommentwebapp,Intranet,1
intranetcommentwebapiqa,Intranet,1
intranetcommentwebapidev,Intranet,1
intranetcommentwebapi,Intranet,1
intranetbotdev,Development Data Hub 2.0,1
intranet-cln,Intranet,1
intranet,Intranet,1
fnopsdocarchivaldev,WB External (AEM Platform),1
fndrcsearchuat,Development Data Hub 2.0,1
fnopscollabqa,Operations Portal,1
fndpsworkerqa,Documentum Archive Platform,1
fndocspushdev,Documentum Archive Platform,1
fndistributiongroupsprod,Operations Portal,1
fndisclosuredashboarduat,Operations Portal,1
fndisclosuredashboardsuat,Disclosure Dashboard for Operations,1
fndisclosuredashboardsqa,Disclosure Dashboard for Operations,1
fndisclosuredashboardsprod,Disclosure Dashboard for Operations,1
fndisclosuredashboardsdev,Management Inbox,1
fndisclosuredashboardqa,Operations Portal,1
fndisclosuredashboarddev,WB External (AEM Platform),1
fndisclosuredashboard,Operations Portal,1
fndirectoryofservicesqa,Development Data Hub 2.0,1
fndirectoryofservicesprd,Development Data Hub 2.0,1
fndirectoryofservicesdev,Development Data Hub 2.0,1
fndevelopmentdataapiqa,Development Data API Portal,1
fndevelopmentdataapiprod,Development Data API Portal,1
fndevelopmentdataapidev,Development Data API Portal,1
fnddrpsapirollbackdev,Documents and Records,1
fndocspushprod,Documentum Archive Platform,1
fndocspushqa,Documentum Archive Platform,1
fndocstxtext,Documentum Archive Platform,1
fndocusignbkptriggerdev,DocuSign Reporting Dashboard,1
fndpsworkerdev,Documentum Archive Platform,1
fndpsuploadqa,Documentum Archive Platform,1
fndpsuploadprod,Documentum Archive Platform,1
fndpsuploaddev,Documentum Archive Platform,1
fndocusignlistenerqa,DocuSign Reporting Dashboard,1
fndocusignlistenerprd,DocuSign Reporting Dashboard,1
fndocusignbkptriggerqa,DocuSign Reporting Dashboard,1
fndocusignbkptrigger,DocuSign Reporting Dashboard,1
fndocstxtextdev,Documentum Archive Platform,1
fndocusignbkpsyncqa,DocuSign Reporting Dashboard,1
fndocusignbkpsyncdev,DocuSign Reporting Dashboard,1
fndocusignbkpsync,DocuSign Reporting Dashboard,1
fndocusignbkppostqa,DocuSign Reporting Dashboard,1
fndocusignbkppostdev,DocuSign Reporting Dashboard,1
fndocusignbkppost,DocuSign Reporting Dashboard,1
fndocstxtextqa,Documentum Archive Platform,1
fnddprsapimicsdev,Documents and Records,1
fnddhpyv3qa,Development Data Hub 2.0,1
fnddhpyuat,Development Data Hub 2.0,1
fndapqa,Development Data Hub 2.0,1
fndatacollaborativesdev,Data Portals,1
fndatabankimportqa,OpenData API,1
fndatabankimportprod,OpenData API,1
fndatabankimportdev,OpenData API,1
fndatabankdownloadsqa,DataBank (WDI byproduct),1
fndatabankdownloadsprod,DataBank (WDI byproduct),1
fndatabankdownloadsdev,DataBank (WDI byproduct),1
fndapdev,Development Data Hub 2.0,1
fndataminingpyoudev,Knowledge Package,1
fncrmlicroledev,License Management System for Dynamics 365,1
fncrmlicenseroleqa,License Management System for Dynamics 365,1
fncrmlicenseroleprd,License Management System for Dynamics 365,1
fncrmalertqa,Operations Portal,1
fncrmalertnonemailtpdev,Operations Portal,1
fncrmalertnonemaildev,Operations Portal,1
fncrmalertmonitorsbdev,Operations Portal,1
fndataminingpydev,Knowledge Package,1
fndataminingpyprd,Knowledge Package,1
fnddhpyqa,Development Data Hub 2.0,1
fnddhcrmv3qa,Development Data Hub 2.0,1
fnddhpyprd,Development Data Hub 2.0,1
fnddhpydev,Development Data Hub 2.0,1
fnddhpublishv3qa,Development Data Hub 2.0,1
fnddhpublishuat,Development Data Hub 2.0,1
fnddhpublishqa,Development Data Hub 2.0,1
fnddhpublishdev,Development Data Hub 2.0,1
fnddhpublish,Development Data Hub 2.0,1
fnddhcrmuat,Development Data Hub 2.0,1
fndataminingpyqa,Knowledge Package,1
fnddhcrmqa,Development Data Hub 2.0,1
fnddhcrmprd,Development Data Hub 2.0,1
fnddhcrmdev,Development Data Hub 2.0,1
fndatapartnershipqa,Development Data Hub,1
fndataminingspoqa,Knowledge Package,1
fndataminingspoprd,Knowledge Package,1
fndataminingspodev,Knowledge Package,1
fndpsworkerprod,Documentum Archive Platform,1
fndrcsearch,Development Data Hub 2.0,1
fncrmalertmaildev,Operations Portal,1
fndrcsearchdev,Development Data Hub 2.0,1
fnexternalsearchapiqa,WB External Search Platform (Solr),1
fnexternalsearchapiprod2,WB External Search Platform (Solr),1
fnexternalsearchapiprod,WB External Search Platform (Solr),1
fnexternalsearchapidev3,WB External Search Platform (Solr),1
fnexternalsearchapidev2,WB External Search Platform (Solr),1
fnexternalsearchapidev,WB External Search Platform (Solr),1
fnexternallinkedInwebapiprod,Data Collection System,1
fnexternalinstagramwebapiqa,Data Collection System,1
fnexternalinstagramwebapiprod,Data Collection System,1
fnexternalinstagramwebapidev,WB External Search Platform (Solr),1
fnexternalgooglewebapiprod,Data Collection System,1
fnexternalfacebookwebapiqa,Data Collection System,1
fnexternalfacebookwebapiprod,Data Collection System,1
fnexternalfacebookwebapidev,WB External Search Platform (Solr),1
fnexternaladobeanalyticswebapiqa,Data Collection System,1
fnexternaladobeanalyticswebapiprod,Data Collection System,1
fnexternaladobeanalyticswebapidev,WB External Search Platform (Solr),1
fnexternalsearchapiqa2,WB External Search Platform (Solr),1
fnexternalsearchapiqa3,WB External Search Platform (Solr),1
fnexternaltwitterwebapidev,WB External Search Platform (Solr),1
fnextrnalsrchcontractapiprd,WB External Search Platform (Solr),1
fnfetchpublisheddocsqa,Operations Portal,1
fnfetchpublisheddocsdev,WB External (AEM Platform),1
fnfetchapprovalemailuat,Operations Portal,1
fnfetchapprovalemailqa,Operations Portal,1
fnfetchapprovalemailprod,Operations Portal,1
fnfetchapprovalemaildev,WB External (AEM Platform),1
fnextrnalsrchcontractapiqa,WB External Search Platform (Solr),1
fnextrnalsrchcontapiqa,WB External Search Platform (Solr),1
fnexternaltwitterwebapiprod,Data Collection System,1
fnextrnalsrchcontapidev,WB External Search Platform (Solr),1
fnexternalyoutubewebapiprod,Data Collection System,1
fnexternalwebapiqa,Data Collection System,1
fnexternalwebapiprd,Data Collection System,1
fnexternalwebapidev2,WB External Search Platform (Solr),1
fnexternalwebapidev,WB External Search Platform (Solr),1
fnexternaltwitterwebapiqa,Data Collection System,1
fnexternalYoutubewebapiqa,Data Collection System,1
fnexternalYoutubewebapidev,WB External Search Platform (Solr),1
fnexternalLinkedInwebapiqa,Data Collection System,1
fndrpsdpsqueueprod,Documentum Archive Platform,1
fndssitablegenerationdev,OpenData API,1
fndspdev,WB Data Science Platform (DataBricks),1
fndrpsuploaddev,Documents and Records,1
fndrpsspoqa,Documentum Archive Platform,1
fndrpsspoprod,Documentum Archive Platform,1
fndrpsspodev,Documentum Archive Platform,1
fndrpsdpsqueueqa,Documentum Archive Platform,1
fndrpsdpsqueuedev,Documentum Archive Platform,1
fndssitablegenerationqa,OpenData API,1
fndrpsapiqueueqa,Documentum Archive Platform,1
fndrpsapiqueueprod,Documentum Archive Platform,1
fndrpsapiqueuedev,Documentum Archive Platform,1
fndrpsapicopydev,Documents and Records,1
fndrcsearchv3qa,Development Data Hub 2.0,1
itsksextsearchapidev,WB External Search Platform (Solr),1
fndrcsearchqa,Development Data Hub 2.0,1
fndssitablegenerationprod,OpenData API,1
fndssiwebsitesdev,OpenData API,1
fnexternalLinkedInwebapidev,WB External Search Platform (Solr),1
fnebcexternalportalintegrationuat,Internal Justice Unit Case Management System - Ethics and Business Conduct (IJS-EBC),1
fnexternalGooglewebapiqa,Data Collection System,1
fnexternalGooglewebapidev,WB External Search Platform (Solr),1
fnesfintsearch,Environmental and Social Framework Search Tool,1
fnesfdocgendev,Environmental and Social Framework Search Tool,1
fnebcinternalportalintegrationuat,Internal Justice Unit Case Management System - Ethics and Business Conduct (IJS-EBC),1
fnebcinternalportalintegrationqa,Internal Justice Unit Case Management System - Ethics and Business Conduct (IJS-EBC),1
fnebcinternalportalintegrationdev,Internal Justice Unit Case Management System - Ethics and Business Conduct (IJS-EBC),1
fnebcexternalportalintegrationqa,Internal Justice Unit Case Management System - Ethics and Business Conduct (IJS-EBC),1
fndssiwebsitesprod,OpenData API,1
fnebcexternalportalintegrationdev,Internal Justice Unit Case Management System - Ethics and Business Conduct (IJS-EBC),1
fnebcdatatransformuat,Internal Justice Unit Case Management System - Ethics and Business Conduct (IJS-EBC),1
fnebcdatatransformqa,Internal Justice Unit Case Management System - Ethics and Business Conduct (IJS-EBC),1
fnebcdatatransformdev,Internal Justice Unit Case Management System - Ethics and Business Conduct (IJS-EBC),1
fndvdbdev,WBG Data Virtualization Platform (TIBCO),1
fndvapidev,WBG Data Virtualization Platform (TIBCO),1
fndssiwebsitesqa,OpenData API,1
fncrmalertmonitordev,Operations Portal,1
fncrmalertemailtpdev,Operations Portal,1
fnopscollab,Operations Portal,1
fnSecBossEmailProcessingqa,Documentum Archive Platform,1
fnDistributionGroupsdev,WB External (AEM Platform),1
fnDecompRepReqServqa,Corporate Scorecard,1
fnDecompRepReqServdev,Corporate Scorecard,1
fnDMSTransDataServqa,Corporate Scorecard,1
fnDMSTransDataServdev,Corporate Scorecard,1
fnDMSRevNotifyServqa,Corporate Scorecard,1
fnDMSRevNotifyServdev,Corporate Scorecard,1
fnDMSFormulaServqa,Corporate Scorecard,1
fnDMSFormulaServdev,Corporate Scorecard,1
fnDMSAzureEmailServqa,Corporate Scorecard,1
fnDMSAzureEmailServdev,Corporate Scorecard,1
fnDBUpdatedev,Documentum Archive Platform,1
fnCDMMangePermissiondev,Documentum Archive Platform,1
fnCDMMangePermissionAApp,Documentum Archive Platform,1
fnCDMMangePermission,Documentum Archive Platform,1
fifsuat,FIF Secretariat,1
fifstrusteeqa,FIF Secretariat,1
fnDistributionGroupsqa,Operations Portal,1
fnDistributionGroupsuat,Operations Portal,1
fnDistributionServdev,Corporate Scorecard,1
fnSMSGenerationServdev,Corporate Scorecard,1
fnSecBossEmailProcessingdev,Documentum Archive Platform,1
fnSPGetmetadatapropertiesqa,Intranet,1
fnSPGetmetadatapropertiesprd,Intranet,1
fnSPGetmetadatapropertiesdev,Intranet,1
fnSMSSurveysServqa,Corporate Scorecard,1
fnSMSSurveysServdev,Corporate Scorecard,1
fnSMSGenerationServqa,Corporate Scorecard,1
fnSMSExtractionServqa,Corporate Scorecard,1
fnDistributionServqa,Corporate Scorecard,1
fnSMSExtractionServdev,Corporate Scorecard,1
fnProcessHybridDocumentsuat,Operations Portal,1
fnProcessHybridDocumentsqa,Operations Portal,1
fnProcessHybridDocumentsdev,WB External (AEM Platform),1
fnODAPIBulkgenerationdev,Development Data Hub 2.0,1
fnMediatoTextdev,WB Enterprise Search Platform,1
fnMediaDownloaddev,WB Enterprise Search Platform,1
fifstrusteefeqa,FIF Secretariat,1
fifstrusteefedev,FIF Secretariat,1
fifstrusteedev,FIF Secretariat,1
fifsdev,FIF Secretariat,1
fifsgafspfeprd,FIF Secretariat,1
fifsgafspfedev,FIF Secretariat,1
fifsgafspdev,FIF Secretariat,1
fifsfeuat,FIF Secretariat,1
fifsfeqa,FIF Secretariat,1
fifsfeprd,FIF Secretariat,1
fifsfedev,FIF Secretariat,1
fifscppfeqa,FIF Secretariat,1
fifsgafspfeuat,FIF Secretariat,1
fifscppfeprd,FIF Secretariat,1
fifscppfedev,FIF Secretariat,1
fifscifuat,FIF Secretariat,1
fifscifqa,FIF Secretariat,1
fifscifprd,FIF Secretariat,1
fifsciffeuat,FIF Secretariat,1
fifsciffeqa,FIF Secretariat,1
fifsgafspfeqa,FIF Secretariat,1
fifsgafspprd,FIF Secretariat,1
fifsqa,FIF Secretariat,1
fifsgcfuat,FIF Secretariat,1
fifsprd,FIF Secretariat,1
fifsgpeuat,FIF Secretariat,1
fifsgpeqa,FIF Secretariat,1
fifsgpefeuat,FIF Secretariat,1
fifsgpefeqa,FIF Secretariat,1
fifsgpefedev,FIF Secretariat,1
fifsgpedev,FIF Secretariat,1
fifsgcfqa,FIF Secretariat,1
fifsgafspqa,FIF Secretariat,1
fifsgcfprd,FIF Secretariat,1
fifsgcffeuat,FIF Secretariat,1
fifsgcffeqa,FIF Secretariat,1
fifsgcffeprd,FIF Secretariat,1
fifsgcffedev,FIF Secretariat,1
fifsgcfdev,FIF Secretariat,1
fifsgafspuat,FIF Secretariat,1
fnSecBossEmailProcessingprd,Documentum Archive Platform,1
fna2idatatransformprod,Internal Justice Unit Case Management System - Access to Information (IJS-A2I),1
fncreditmemoportaluat,eTrust Funds (eTF),1
fna2idatatransformqa,Internal Justice Unit Case Management System - Access to Information (IJS-A2I),1
fncentralcodingsapdev,Central Coding,1
fncentralcodingcrmqa,Central Coding,1
fncentralcodingcrmprd,Central Coding,1
fncentralcodingcrmdev,Central Coding,1
fnbulletinboardscanqa,WBG Bulletin Board,1
fnbulletinboardscanprd,WBG Bulletin Board,1
fnbulletinboardscandev,WBG Bulletin Board,1
fnbulletinboardimageqa,WBG Bulletin Board,1
fnbulletinboardimageprd,WBG Bulletin Board,1
fnbulletinboardimagedev,WBG Bulletin Board,1
fnbrmssubqa,Business Role Management System (BRMS),1
fnbrmssubprd,Business Role Management System (BRMS),1
fnbrmssubdev,Business Role Management System (BRMS),1
fnbrmsqa,Business Role Management System (BRMS),1
fnbrmspubqa,Business Role Management System (BRMS),1
fnbrmspubprd,Business Role Management System (BRMS),1
fnbrmspubdev,Business Role Management System (BRMS),1
fncentralcodingsapprd,Central Coding,1
fncentralcodingsapqa,Central Coding,1
fncentralcodingsuggestionsdev,Central Coding,1
fncrddatatransmissionprod,Compound Risk Monitor,1
fncreditmemoportalqa,eTrust Funds (eTF),1
fncreditmemoportalprod,eTrust Funds (eTF),1
fncreditmemoportaldev,eTrust Funds (eTF),1
fncrdemailserviceqa,Compound Risk Monitor,1
fncrdemailserviceprod,Compound Risk Monitor,1
fncrdemailservicedev,Compound Risk Monitor,1
fncrddatatransmissionqa,Compound Risk Monitor,1
fncrddatatransmissiondev,Compound Risk Monitor,1
fncentralcodingsuggestionsprd,Central Coding,1
fncommentsqa,WB Enterprise Search Platform,1
fncgapreportqa,CGAP Portal,1
fncgapreportdev,CGAP Portal,1
fncgapportaluat,CGAP Portal,1
fncentralqa,WB Central (Unit Solutions),1
fncentraldev,WB Central (Unit Solutions),1
fncentralcodingsuggestionsqa,Central Coding,1
fnbrmsprd,Business Role Management System (BRMS),1
fnbrmsdev,Business Role Management System (BRMS),1
fnbpalertadev,WB External (AEM Platform),1
fnapiindicatorssyncqa,OpenData API,1
fnbicloudaasprocessingqa,Self Service Portal,1
fnbicloudaasprocessingdev,WBG Portal - Business Intelligence Reporting Portal,1
fnapttusclmqa,Legal Operations Contract Lifecycle Management (CLM),1
fnapttusclmprod,Legal Operations Contract Lifecycle Management (CLM),1
fnapttusclmframeworkdev,Legal Operations Contract Lifecycle Management (CLM),1
fnapttusclmdev,Legal Operations Contract Lifecycle Management (CLM),1
fnappcentraldev,WB Central (Unit Solutions),1
fnapiindicatorssyncprod,OpenData API,1
fnboardroomprod,Board Operation System (BOS),1
fnapiindicatorssyncdev,OpenData API,1
fnamreportsjobsprd,Annual Meeting Registration System,1
fnamreportsjobsdev,Annual Meeting Registration System,1
fnamreportsapiprd,Annual Meeting Registration System,1
fnamreportsapidev,Annual Meeting Registration System,1
fna2iportalintegrationqa,Internal Justice Unit Case Management System - Access to Information (IJS-A2I),1
fna2iportalintegrationprod,Internal Justice Unit Case Management System - Access to Information (IJS-A2I),1
fnboardroomdev,Board Room Systems,1
fnboardroomqa,Board Room Systems,1
fnboswebsrvsecpodocsqa,Board Room Systems,1
fnbossrvpprprod,Board Operation System (BOS),1
fnboswebsrvsecpodocsdev,Board Room Systems,1
fnboswebsrvsecpoaudituat,Board Room Systems,1
fnboswebsrvsecpoauditdev,Board Room Systems,1
fnboswebsrvpprmsguat,Board Room Systems,1
fnboswebsrvpprmsgqa,Board Room Systems,1
fnboswebsrvpprmsgdev,Board Room Systems,1
fnbossrvsecposprod,Board Operation System (BOS),1
fnbosextranetuat,Board Room Systems,1
fnboardroomuat,Board Room Systems,1
fnbosextranetqa,Board Room Systems,1
fnbosextranetprod,Board Operation System (BOS),1
fnbosextranetdev,Board Room Systems,1
fnbosanalyticsuat,Board Room Systems,1
fnbosanalyticsqa,Board Room Systems,1
fnbosanalyticsprod,Board Operation System (BOS),1
fnbosanalyticsdev,Board Room Systems,1
fnfetchpublisheddocsuat,Operations Portal,1
fnfifsafdev,FIF Secretariat,1
fnfifsafprd,FIF Secretariat,1
fnijsprsruleenginedev,Internal Justice Unit Case Management System - Peer Review Services (IJS-PRS),1
fnijsmefcommonuat,Internal Justice Unit Case Management System - Mediation Services (IJS-MEF),1
fnijsmefcommonqa,Internal Justice Unit Case Management System - Mediation Services (IJS-MEF),1
fnijsmefcommonprod,Internal Justice Unit Case Management System - Mediation Services (IJS-MEF),1
fnijsmefcommondev,Internal Justice Unit Case Management System - Mediation Services (IJS-MEF),1
fnijslegspouat,Internal Justice Unit Case Management System - Legal (IJS-LEG),1
fnijslegspoqa,Internal Justice Unit Case Management System - Legal (IJS-LEG),1
fnijslegspoprod,Internal Justice Unit Case Management System - Legal (IJS-LEG),1
fnijslegspodev,Internal Justice Unit Case Management System - Legal (IJS-LEG),1
fnijslcrosspoqa,Internal Justice Unit Case Management System - LAC Region,1
fnijsipnspouat,Internal Justice Unit Case Management System - Accountability Mechanism,1
fnijsipnspoqa,Internal Justice Unit Case Management System - Accountability Mechanism,1
